Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
2.9180          -5.0247      -7.8510       2.8263   485.9
2.9190          -5.0406      -7.8835       2.8428   488.7
2.9200          -5.0462      -7.9149       2.8686   493.2
2.9210          -5.0546      -7.9450       2.8903   496.9
2.9220          -5.0735      -7.9735       2.9000   498.6
2.9230          -5.0970      -8.0008       2.9037   499.2
2.9240          -5.1213      -8.0266       2.9053   499.5
2.9250          -5.1167      -8.0512       2.9345   504.5
2.9260          -5.1107      -8.0749       2.9642   509.6
2.9270          -5.1044      -8.0974       2.9929   514.5
2.9280          -5.0877      -8.1182       3.0306   521.0
2.9290          -5.1143      -8.1380       3.0237   519.8
2.9300          -5.1279      -8.1565       3.0286   520.7
2.9310          -5.1176      -8.1737       3.0561   525.4
2.9320          -5.1227      -8.1896       3.0670   527.3
2.9330          -5.1347      -8.2043       3.0696   527.7
2.9340          -5.1360      -8.2175       3.0815   529.8
2.9350          -5.1190      -8.2294       3.1105   534.7
2.9360          -5.1324      -8.2401       3.1077   534.3
2.9370          -5.1593      -8.2494       3.0900   531.2
2.9380          -5.2019      -8.2575       3.0556   525.3
2.9390          -5.2188      -8.2648       3.0460   523.7
2.9400          -5.2305      -8.2712       3.0407   522.8
2.9410          -5.2451      -8.2762       3.0312   521.1
2.9420          -5.2459      -8.2798       3.0339   521.6
2.9430          -5.2297      -8.2821       3.0524   524.8
2.9440          -5.2501      -8.2833       3.0332   521.5
2.9450          -5.2505      -8.2835       3.0330   521.4
2.9460          -5.2647      -8.2828       3.0181   518.9
2.9470          -5.2644      -8.2808       3.0164   518.6
2.9480          -5.2494      -8.2775       3.0281   520.6
2.9490          -5.2692      -8.2733       3.0041   516.5
2.9500          -5.2620      -8.2684       3.0064   516.9
2.9510          -5.2752      -8.2628       2.9876   513.6
2.9520          -5.2748      -8.2563       2.9816   512.6
2.9530          -5.2781      -8.2491       2.9710   510.8
2.9540          -5.2697      -8.2413       2.9716   510.9
2.9550          -5.2682      -8.2329       2.9647   509.7
2.9560          -5.2490      -8.2239       2.9749   511.4
2.9570          -5.2648      -8.2144       2.9496   507.1
2.9580          -5.2739      -8.2043       2.9305   503.8
2.9590          -5.2751      -8.1942       2.9192   501.9
2.9600          -5.2799      -8.1836       2.9037   499.2
2.9610          -5.2834      -8.1722       2.8888   496.6
2.9620          -5.2800      -8.1606       2.8806   495.2
2.9630          -5.2782      -8.1486       2.8704   493.5
2.9640          -5.3006      -8.1363       2.8357   487.5
2.9650          -5.3145      -8.1240       2.8094   483.0
2.9660          -5.2877      -8.1110       2.8232   485.4
2.9670          -5.2915      -8.0978       2.8063   482.5
2.9680          -5.2859      -8.0846       2.7987   481.2
2.9690          -5.2886      -8.0712       2.7826   478.4
2.9700          -5.2972      -8.0576       2.7603   474.6
2.9710          -5.3045      -8.0441       2.7396   471.0
2.9720          -5.2866      -8.0308       2.7443   471.8
2.9730          -5.2655      -8.0176       2.7521   473.1
2.9740          -5.2654      -8.0045       2.7391   470.9
2.9750          -5.2823      -7.9915       2.7093   465.8
2.9760          -5.3047      -7.9790       2.6743   459.8
2.9770          -5.3006      -7.9668       2.6662   458.4
2.9780          -5.2936      -7.9549       2.6614   457.5
2.9790          -5.2965      -7.9432       2.6467   455.0
2.9800          -5.2999      -7.9320       2.6321   452.5
2.9810          -5.3178      -7.9213       2.6035   447.6
2.9820          -5.3191      -7.9111       2.5920   445.6
2.9830          -5.3272      -7.9012       2.5740   442.5
2.9840          -5.3305      -7.8917       2.5613   440.3
2.9850          -5.3270      -7.8822       2.5552   439.3
2.9860          -5.3143      -7.8733       2.5590   439.9
2.9870          -5.3563      -7.8646       2.5083   431.2
2.9880          -5.3731      -7.8557       2.4827   426.8
2.9890          -5.3787      -7.8472       2.4684   424.4
2.9900          -5.3678      -7.8390       2.4712   424.8
2.9910          -5.3770      -7.8309       2.4539   421.9
2.9920          -5.3846      -7.8226       2.4380   419.1
2.9930          -5.3809      -7.8145       2.4337   418.4
2.9940          -5.3684      -7.8064       2.4380   419.1
2.9950          -5.3691      -7.7979       2.4288   417.6
2.9960          -5.3758      -7.7892       2.4134   414.9
2.9970          -5.4013      -7.7807       2.3794   409.1
2.9980          -5.4064      -7.7722       2.3658   406.7
2.9990          -5.4095      -7.7637       2.3543   404.7
3.0000          -5.4025      -7.7554       2.3528   404.5
3.0010          -5.3958      -7.7465       2.3506   404.1
3.0020          -5.4210      -7.7381       2.3170   398.3
3.0030          -5.4280      -7.7298       2.3018   395.7
3.0040          -5.4256      -7.7217       2.2962   394.8
3.0050          -5.4006      -7.7137       2.3132   397.7
3.0060          -5.3853      -7.7058       2.3205   398.9
3.0070          -5.3820      -7.6985       2.3165   398.3
3.0080          -5.3916      -7.6920       2.3004   395.5
3.0090          -5.3927      -7.6861       2.2934   394.3
3.0100          -5.4089      -7.6813       2.2724   390.7
3.0110          -5.4255      -7.6775       2.2520   387.2
3.0120          -5.4141      -7.6752       2.2610   388.7
3.0130          -5.4004      -7.6738       2.2735   390.9
3.0140          -5.4180      -7.6736       2.2555   387.8
3.0150          -5.4277      -7.6746       2.2470   386.3
3.0160          -5.4344      -7.6768       2.2424   385.5
3.0170          -5.4236      -7.6806       2.2570   388.0
3.0180          -5.4236      -7.6859       2.2622   388.9
3.0190          -5.4368      -7.6931       2.2563   387.9
3.0200          -5.4793      -7.7010       2.2217   382.0
3.0210          -5.4835      -7.7098       2.2263   382.8
3.0220          -5.4987      -7.7199       2.2212   381.9
3.0230          -5.4802      -7.7309       2.2507   386.9
3.0240          -5.4747      -7.7432       2.2685   390.0
3.0250          -5.4606      -7.7567       2.2961   394.7
3.0260          -5.4573      -7.7713       2.3141   397.8
3.0270          -5.4488      -7.7870       2.3382   402.0
3.0280          -5.4390      -7.8029       2.3639   406.4
3.0290          -5.4537      -7.8190       2.3653   406.6
3.0300          -5.4690      -7.8355       2.3665   406.8
3.0310          -5.4654      -7.8521       2.3867   410.3
3.0320          -5.4405      -7.8691       2.4286   417.5
3.0330          -5.4343      -7.8861       2.4518   421.5
3.0340          -5.4228      -7.9027       2.4799   426.3
3.0350          -5.4291      -7.9190       2.4899   428.1
3.0360          -5.4144      -7.9347       2.5203   433.3
3.0370          -5.4214      -7.9497       2.5283   434.7
3.0380          -5.4514      -7.9639       2.5125   431.9
3.0390          -5.4596      -7.9773       2.5177   432.8
3.0400          -5.4585      -7.9900       2.5315   435.2
3.0410          -5.4603      -8.0018       2.5415   436.9
3.0420          -5.5072      -8.0129       2.5057   430.8
3.0430          -5.5065      -8.0233       2.5167   432.7
3.0440          -5.5372      -8.0332       2.4960   429.1
3.0450          -5.5251      -8.0425       2.5173   432.8
3.0460          -5.5168      -8.0510       2.5342   435.7
3.0470          -5.5408      -8.0585       2.5177   432.8
3.0480          -5.5534      -8.0651       2.5117   431.8
3.0490          -5.5248      -8.0708       2.5460   437.7
3.0500          -5.5138      -8.0757       2.5618   440.4
3.0510          -5.5042      -8.0798       2.5756   442.8
3.0520          -5.4754      -8.0836       2.6082   448.4
3.0530          -5.4916      -8.0869       2.5953   446.2
3.0540          -5.4848      -8.0891       2.6043   447.7
3.0550          -5.4370      -8.0905       2.6535   456.2
3.0560          -5.4307      -8.0910       2.6603   457.4
3.0570          -5.4130      -8.0909       2.6779   460.4
3.0580          -5.4072      -8.0900       2.6829   461.2
3.0590          -5.3947      -8.0887       2.6939   463.1
3.0600          -5.4038      -8.0871       2.6833   461.3
3.0610          -5.3994      -8.0851       2.6856   461.7
3.0620          -5.3822      -8.0828       2.7005   464.3
3.0630          -5.3800      -8.0799       2.6999   464.2
3.0640          -5.3856      -8.0771       2.6915   462.7
3.0650          -5.3767      -8.0744       2.6977   463.8
3.0660          -5.3934      -8.0715       2.6781   460.4
3.0670          -5.3935      -8.0684       2.6749   459.9
3.0680          -5.3897      -8.0654       2.6757   460.0
3.0690          -5.4174      -8.0624       2.6450   454.7
3.0700          -5.4214      -8.0592       2.6378   453.5
3.0710          -5.4583      -8.0558       2.5975   446.6
3.0720          -5.4502      -8.0523       2.6021   447.4
3.0730          -5.4623      -8.0488       2.5865   444.7
3.0740          -5.4905      -8.0454       2.5550   439.3
3.0750          -5.4828      -8.0422       2.5595   440.0
3.0760          -5.4599      -8.0394       2.5795   443.5
3.0770          -5.4806      -8.0368       2.5562   439.5
3.0780          -5.4712      -8.0343       2.5631   440.6
3.0790          -5.4370      -8.0320       2.5949   446.1
3.0800          -5.4457      -8.0297       2.5840   444.2
3.0810          -5.4459      -8.0274       2.5815   443.8
3.0820          -5.4665      -8.0252       2.5586   439.9
3.0830          -5.4726      -8.0233       2.5508   438.5
3.0840          -5.4838      -8.0215       2.5377   436.3
3.0850          -5.4988      -8.0201       2.5212   433.4
3.0860          -5.5139      -8.0191       2.5052   430.7
3.0870          -5.5218      -8.0188       2.4970   429.3
3.0880          -5.5277      -8.0186       2.4910   428.2
3.0890          -5.5206      -8.0188       2.4982   429.5
3.0900          -5.5329      -8.0193       2.4864   427.5
3.0910          -5.5164      -8.0203       2.5039   430.5
3.0920          -5.5118      -8.0216       2.5098   431.5
3.0930          -5.4916      -8.0233       2.5317   435.2
3.0940          -5.5033      -8.0253       2.5221   433.6
3.0950          -5.5116      -8.0280       2.5164   432.6
3.0960          -5.5236      -8.0306       2.5070   431.0
3.0970          -5.5521      -8.0332       2.4811   426.5
3.0980          -5.5625      -8.0358       2.4734   425.2
3.0990          -5.5830      -8.0382       2.4553   422.1
3.1000          -5.5751      -8.0405       2.4654   423.9
3.1010          -5.5782      -8.0430       2.4648   423.7
3.1020          -5.5991      -8.0455       2.4464   420.6
3.1030          -5.6241      -8.0480       2.4239   416.7
3.1040          -5.6345      -8.0505       2.4160   415.3
3.1050          -5.6457      -8.0530       2.4074   413.9
3.1060          -5.6537      -8.0554       2.4017   412.9
3.1070          -5.6228      -8.0576       2.4348   418.6
3.1080          -5.6249      -8.0596       2.4347   418.6
3.1090          -5.6399      -8.0613       2.4215   416.3
3.1100          -5.6327      -8.0628       2.4301   417.8
3.1110          -5.6249      -8.0642       2.4393   419.4
3.1120          -5.6326      -8.0656       2.4330   418.3
3.1130          -5.5830      -8.0668       2.4838   427.0
3.1140          -5.5758      -8.0675       2.4918   428.4
3.1150          -5.5786      -8.0673       2.4887   427.9
3.1160          -5.5899      -8.0662       2.4763   425.7
3.1170          -5.5692      -8.0644       2.4952   429.0
3.1180          -5.5513      -8.0617       2.5104   431.6
3.1190          -5.5679      -8.0584       2.4905   428.2
3.1200          -5.5473      -8.0548       2.5075   431.1
3.1210          -5.5565      -8.0506       2.4942   428.8
3.1220          -5.5702      -8.0458       2.4756   425.6
3.1230          -5.5409      -8.0407       2.4998   429.8
3.1240          -5.5378      -8.0350       2.4972   429.3
3.1250          -5.5584      -8.0288       2.4705   424.7
3.1260          -5.5839      -8.0217       2.4378   419.1
3.1270          -5.5623      -8.0140       2.4517   421.5
3.1280          -5.5521      -8.0057       2.4535   421.8
3.1290          -5.5487      -7.9970       2.4483   420.9
3.1300          -5.5690      -7.9884       2.4194   415.9
3.1310          -5.5882      -7.9801       2.3920   411.2
3.1320          -5.5875      -7.9721       2.3847   410.0
3.1330          -5.5846      -7.9644       2.3798   409.1
3.1340          -5.6048      -7.9572       2.3525   404.4
3.1350          -5.6050      -7.9503       2.3453   403.2
3.1360          -5.5996      -7.9436       2.3440   403.0
3.1370          -5.6052      -7.9374       2.3322   400.9
3.1380          -5.6202      -7.9318       2.3116   397.4
3.1390          -5.6077      -7.9271       2.3194   398.7
3.1400          -5.5948      -7.9232       2.3284   400.3
3.1410          -5.5740      -7.9206       2.3466   403.4
3.1420          -5.5885      -7.9192       2.3308   400.7
3.1430          -5.5948      -7.9189       2.3241   399.6
3.1440          -5.5924      -7.9199       2.3275   400.1
3.1450          -5.6292      -7.9220       2.2928   394.2
3.1460          -5.6182      -7.9253       2.3071   396.6
3.1470          -5.6408      -7.9299       2.2890   393.5
3.1480          -5.6679      -7.9359       2.2680   389.9
3.1490          -5.6692      -7.9427       2.2735   390.9
3.1500          -5.6640      -7.9505       2.2866   393.1
3.1510          -5.6644      -7.9593       2.2949   394.5
3.1520          -5.6648      -7.9692       2.3044   396.2
3.1530          -5.6734      -7.9798       2.3063   396.5
3.1540          -5.6716      -7.9908       2.3192   398.7
3.1550          -5.6810      -8.0022       2.3212   399.1
3.1560          -5.6722      -8.0144       2.3423   402.7
